,wood and crops in DM,,,Australia,Austria,Belgium,Brazil,Bulgaria,Canada,China,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,India,Indonesia,Ireland,Italy,Japan,Latvia,Lithuania,Luxembourg,Malta,Mexico,Netherlands,Norway,Poland,Portugal,Romania,Russia,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Turkey,United Kingdom,United States,RoW Asia and Pacific,RoW America,RoW Europe,RoW Africa,RoW Middle East
76,Refinery Feedstocks,p23.20.j,C_REFF,0.043281882,0.042710971,0.042500207,0.044506103,0.042246493,0.042500207,0.043189514,0.042500207,0.041868,0.042699917,0.04279269,0.04249602,0.041855021,0.04249602,0.041317854,0.041800174,0.043189514,0.042175951,0.042500207,0.041860045,0.042500207,0.04279269,0.044799179,0.04279269,0.04279269,0.043503155,0.04249602,0.042300078,0.04249602,0.04399615,0.044799179,0.04279269,0.043860079,0.04279269,0.042883214,0.044800016,0.042500207,0.044244009,0.04279269,0.043189514,0.042500207,0.04249602,0.043893993,0.043189514,0.043503155,0.04279269,0.042883214,0.042500207
77,Ethane,p23.20.k,C_ETHA,0.049400053,0.049480105,0.049480105,0.049400053,0.049480105,0.049400053,0.049400053,0.049450085,0.049480105,0.049480105,0.049480105,0.049480105,0.049480105,0.049480105,0.049480105,0.049480105,0.049400053,0.049400053,0.049480105,0.049480105,0.049400053,0.049480105,0.049480105,0.049480105,0.049480105,0.049400053,0.049480105,0.049500118,0.049480105,0.049480105,0.049480105,0.049480105,0.049500118,0.049480105,0.049450085,0.049400053,0.049480105,0.049500118,0.049480105,0.049400053,0.049450085,0.049500118,0.049400053,0.049400053,0.049400053,0.049480105,0.049450085,0.049450085
78,Naphtha,p23.20.l,C_NAPT,0.043199821,0.043999919,0.043999919,0.044506103,0.043999919,0.045000145,0.04312404,0.043999919,0.043999919,0.043999919,0.044039928,0.043999919,0.043999919,0.043999919,0.043999919,0.043999919,0.045000145,0.045000145,0.043999919,0.043999919,0.043199821,0.044039928,0.043999919,0.044039928,0.044039928,0.045000145,0.043999919,0.043999919,0.043999919,0.043999919,0.043999919,0.043999919,0.043999919,0.044039928,0.044089679,0.043199821,0.043999919,0.043999919,0.043999919,0.045000145,0.043999919,0.043999919,0.045000145,0.043960563,0.044835464,0.044039928,0.044089679,0.043999919
79,White Spirit & SBP,p23.20.m,C_WHSP,0.043000111,0.043600079,0.043600079,0.043000111,0.043600079,0.043000111,0.038518979,0.043600079,0.043600079,0.043600079,0.04357508,0.043600079,0.043600079,0.043600079,0.04357508,0.043600079,0.042103884,0.042103884,0.043600079,0.043600079,0.043000111,0.043600079,0.04357508,0.04357508,0.04357508,0.043000111,0.043600079,0.043600079,0.043600079,0.043600079,0.043600079,0.04357508,0.043600079,0.043600079,0.04249602,0.043000111,0.043600079,0.043600079,0.043600079,0.043000111,0.043600079,0.043600079,0.043000111,0.042103884,0.043000111,0.04357508,0.04249602,0.043600079
80,Lubricants,p23.20.n,C_LUBR,0.042900046,0.041999884,0.041999884,0.041371864,0.041999884,0.041999884,0.038518979,0.041999884,0.041999884,0.041999884,0.041999884,0.041999884,0.041999884,0.041999884,0.041999884,0.041999884,0.041999884,0.041999884,0.041999884,0.041999884,0.042900046,0.041999884,0.041999884,0.041999884,0.041999884,0.041999884,0.041999884,0.041999884,0.041999884,0.041999884,0.041999884,0.041999884,0.041999884,0.041999884,0.041999884,0.042900046,0.041999884,0.041999884,0.041999884,0.041999884,0.041999884,0.041999884,0.041999884,0.041888396,0.041790544,0.041999884,0.041999884,0.041999884
81,Bitumen,p23.20.o,C_BITU,0.038799913,0.039000042,0.039000042,0.040827999,0.039000042,0.03999985,0.039000042,0.039000042,0.039000042,0.039000042,0.039000042,0.039000042,0.039000042,0.039000042,0.039000042,0.039000042,0.039000042,0.039000042,0.039000042,0.039000042,0.038799913,0.039000042,0.039000042,0.039000042,0.039034518,0.03999985,0.039000042,0.039000042,0.039000042,0.039000042,0.039000042,0.039000042,0.039000042,0.039000042,0.039000042,0.038799913,0.039000042,0.039000042,0.039000042,0.039000042,0.039000042,0.039000042,0.03999985,0.038914272,0.0402759,0.039034518,0.039000042,0.039000042
82,Paraffin Waxes,p23.20.p,C_PARW,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985
83,Petroleum Coke,p23.20.q,C_PETC,0.033800036,0.032000131,0.032000131,0.035007091,0.032000131,0.032000131,0.032000131,0.032000131,0.032000131,0.032000131,0.032000131,0.032000131,0.032000131,0.032000131,0.032000131,0.032000131,0.032000131,0.032900084,0.032000131,0.032000131,0.033800036,0.032000131,0.032000131,0.032000131,0.032000131,0.032000131,0.032000131,0.032000131,0.032000131,0.032000131,0.032000131,0.032000131,0.032000131,0.032000131,0.032247386,0.033800036,0.032000131,0.032000131,0.032000131,0.032000131,0.032000131,0.032000131,0.032000131,0.032900084,0.033002451,0.032000131,0.032247386,0.032000131
84,Non-specified Petroleum Products,p23.20.r,C_NSPP,0.03999985,0.03999985,0.03999985,0.042365811,0.03999985,0.03999985,0.038518979,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.03999985,0.039788297,0.040788503,0.03999985,0.03999985,0.03999985
85,Nuclear fuel,p23.3,C_NUCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"Plastics, basic",p24.a,C_PLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",p24.a.w,C_PLAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,N-fertiliser,p24.b,C_NFER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,P- and other fertiliser,p24.c,C_PFER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Chemicals nec,p24.d,C_CHEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Charcoal,p24.e,C_CHAR,0.030300151,0.030999905,0.030733415,0.027047147,0.030733415,0.027047147,0.030800194,0.030800194,0.030733415,0.030733415,0.030733415,0.030733415,0.030733415,0.030733415,0.030999905,0.030733415,0.030300151,0.030800194,0.030733415,0.030800194,0.029300064,0.030800194,0.030800194,0.030733415,0.030733415,0.027047147,0.030000097,0.030733415,0.030733415,0.030733415,0.030733415,0.030733415,0.030733415,0.030733415,0.030800194,0.030300151,0.030733415,0.030733415,0.030733415,0.030300151,0.030800194,0.030733415,0.030733415,0.030300151,0.027047147,0.030733415,0.030800194,0.030800194
92,Additives/Blending Components,p24.f,C_ADDC,0.041868,0.029994029,0.029994029,0.046015025,0.0251208,0.046015025,0.041868,0.032087131,0.025119963,0.029994029,0.029994029,0.0251208,0.025119963,0.0251208,0.041317854,0.041800174,0.041868,0.041868,0.029994029,0.0251208,0.041868,0.029994029,0.0251208,0.029994029,0.029994029,0.046015025,0.0251208,0.029994029,0.035313146,0.029994029,0.029994029,0.029994029,0.043842127,0.029994029,0.032087131,0.041868,0.025099866,0.0251208,0.041324972,0.041868,0.032087131,0.029994029,0.0251208,0.041868,0.046015025,0.029994029,0.032087131,0.032087131
93,Biogasoline,p24.g,C_BIOG,0.026800125,0.026700061,0.026799435,0.0282609,0.026799435,0.026800125,0.026800125,0.026855778,0.026999836,0.026700061,0.026799435,0.027500158,0.026806824,0.026659868,0.026799435,0.026800125,0.026800125,0.026800125,0.024090847,0.026799435,0.026800125,0.026800125,0.026800125,0.026999836,0.026799435,0.027530513,0.028000062,0.026799435,0.030047826,0.026799435,0.026799435,0.026799435,0.024563118,0.026669916,0.026855778,0.026800125,0.026893072,0.026885955,0.026523797,0.026800125,0.026855778,0.026800125,0.026746953,0.026800125,0.027530513,0.026799435,0.026855778,0.026855778
94,Biodiesels,p24.h,C_BIOD,0.036799879,0.036600168,0.03805215,0.042267002,0.03731859,0.036799879,0.036799879,0.036799879,0.037100072,0.037599976,0.03731859,0.03731859,0.037867094,0.037139847,0.037890121,0.037000008,0.037152407,0.036799879,0.037272987,0.037399847,0.037152407,0.036799879,0.036799879,0.037000008,0.03731859,0.03953344,0.037000008,0.036799879,0.038408028,0.037000008,0.036799879,0.03731859,0.040567999,0.036899943,0.037408703,0.038209993,0.0376812,0.037512891,0.032039906,0.037152407,0.037046062,0.036799879,0.040933088,0.037152407,0.03953344,0.03731859,0.037408703,0.036922971
95,Other Liquid Biofuels,p24.i,C_OBIO,0.03314871,0.02937417,0.037000008,0.02637684,0.036799879,0.02637684,0.03314871,0.03314871,0.033764334,0.033764334,0.033764334,0.033764334,0.033764334,0.019199827,0.033764334,0.033764334,0.03314871,0.03314871,0.036364033,0.033764334,0.03314871,0.033764334,0.033764334,0.037000008,0.033764334,0.02637684,0.036722004,0.033764334,0.038565033,0.036799879,0.033764334,0.033764334,0.033764334,0.033764334,0.03314871,0.03314871,0.033764334,0.041999884,0.033764334,0.03314871,0.03314871,0.033764334,0.021582954,0.03314871,0.02637684,0.033764334,0.03314871,0.03314871
96,Rubber and plastic products (25),p25,C_RUBP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Glass and glass products,p26.a,C_GLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"Secondary glass for treatment, Re-processing of secondary glass into new glass",p26.w.1,C_GLAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Ceramic goods,p26.b,C_CRMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"Bricks, tiles and construction products, in baked clay",p26.c,C_BRIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"Cement, lime and plaster",p26.d,C_CMNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"Ash for treatment, Re-processing of ash into clinker",p26.d.w,C_ASHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Other non-metallic mineral products,p26.e,C_ONMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Basic iron and steel and of ferro-alloys and first products thereof,p27.a,C_STEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"Secondary steel for treatment, Re-processing of secondary steel into new steel",p27.a.w,C_STEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Precious metals,p27.41,C_PREM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",p27.41.w,C_PREW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Aluminium and aluminium products,p27.42,C_ALUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",p27.42.w,C_ALUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"Lead, zinc and tin and products thereof",p27.43,C_LZTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"Secondary lead for treatment, Re-processing of secondary lead into new lead",p27.43.w,C_LZTW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Copper products,p27.44,C_COPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"Secondary copper for treatment, Re-processing of secondary copper into new copper",p27.44.w,C_COPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Other non-ferrous metal products,p27.45,C_ONFM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",p27.45.w,C_ONFW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Foundry work services,p27.5,C_METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"Fabricated metal products, except machinery and equipment (28)",p28,C_FABM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Machinery and equipment n.e.c. (29),p29,C_MACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Office machinery and computers (30),p30,C_OFMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Electrical machinery and apparatus n.e.c. (31),p31,C_ELMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"Radio, television and communication equipment and apparatus (32)",p32,C_RATV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"Medical, precision and optical instruments, watches and clocks (33)",p33,C_MEIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"Motor vehicles, trailers and semi-trailers (34)",p34,C_MOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Other transport equipment (35),p35,C_OTRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Furniture; other manufactured goods n.e.c. (36),p36,C_FURN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Secondary raw materials,p37,C_RYMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"Bottles for treatment, Recycling of bottles by direct reuse",p37.w.1,C_BOTW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Electricity by coal,p40.11.a,C_POWC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Electricity by gas,p40.11.b,C_POWG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Electricity by nuclear,p40.11.c,C_POWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Electricity by hydro,p40.11.d,C_POWH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Electricity by wind,p40.11.e,C_POWW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Electricity by petroleum and other oil derivatives,p40.11.f,C_POWP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Electricity by biomass and waste,p40.11.g,C_POWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Electricity by solar photovoltaic,p40.11.h,C_POWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Electricity by solar thermal,p40.11.i,C_POWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"Electricity by tide, wave, ocean",p40.11.j,C_POWO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Electricity by Geothermal,p40.11.k,C_POWM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Electricity nec,p40.11.l,C_POWZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Transmission services of electricity,p40.12,C_POWT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Distribution and trade services of electricity,p40.13,C_POWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Coke oven gas,p40.2.a,C_COOG,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387
143,Blast Furnace Gas,p40.2.b,C_MBFG,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247
144,Oxygen Steel Furnace Gas,p40.2.c,C_MOSG,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706,0.00706
145,Gas Works Gas,p40.2.d,C_MGWG,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387
146,Biogas,p40.2.e,C_MBIO,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504,0.0504
147,Distribution services of gaseous fuels through mains,p40.2.1,C_GASD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Steam and hot water supply services,p40.3,C_HWAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"Collected and purified water, distribution services of water (41)",p41,C_WATR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Construction work (45),p45,C_CONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",p45.w,C_CONW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",p50.a,C_TDMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Retail trade services of motor fuel,p50.b,C_TDFU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",p51,C_TDWH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",p52,C_TDRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Hotel and restaurant services (55),p55,C_HORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Railway transportation services,p60.1,C_TRAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Other land transportation services,p60.2,C_TLND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Transportation services via pipelines,p60.3,C_TPIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Sea and coastal water transportation services,p61.1,C_TWAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Inland water transportation services,p61.2,C_TWAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Air transport services (62),p62,C_TAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Supporting and auxiliary transport services; travel agency services (63),p63,C_TAUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Post and telecommunication services (64),p64,C_PTEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"Financial intermediation services, except insurance and pension funding services (65)",p65,C_FINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"Insurance and pension funding services, except compulsory social security services (66)",p66,C_FINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Services auxiliary to financial intermediation (67),p67,C_FAUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Real estate services (70),p70,C_REAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Renting services of machinery and equipment without operator and of personal and household goods (71),p71,C_MARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Computer and related services (72),p72,C_COMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Research and development services (73),p73,C_RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Other business services (74),p74,C_OBUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Public administration and defence services; compulsory social security services (75),p75,C_PADF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Education services (80),p80,C_EDUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Health and social work services (85),p85,C_HEAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Food waste for treatment: incineration,p90.1.a,C_INCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Paper waste for treatment: incineration,p90.1.b,C_INCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Plastic waste for treatment: incineration,p90.1.c,C_INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Intert/metal waste for treatment: incineration,p90.1.d,C_INCM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Textiles waste for treatment: incineration,p90.1.e,C_INCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Wood waste for treatment: incineration,p90.1.f,C_INCW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Oil/hazardous waste for treatment: incineration,p90.1.g,C_INCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Food waste for treatment: biogasification and land application,p90.2.a,C_BIOF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Paper waste for treatment: biogasification and land application,p90.2.b,C_BIOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Sewage sludge for treatment: biogasification and land application,p90.2.c,C_BIOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Food waste for treatment: composting and land application,p90.3.a,C_COMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Paper and wood waste for treatment: composting and land application,p90.3.b,C_COMW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Food waste for treatment: waste water treatment,p90.4.a,C_WASF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Other waste for treatment: waste water treatment,p90.4.b,C_WASO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Food waste for treatment: landfill,p90.5.a,C_LANF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Paper for treatment: landfill,p90.5.b,C_LANP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Plastic waste for treatment: landfill,p90.5.c,C_LANL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Inert/metal/hazardous waste for treatment: landfill,p90.5.d,C_LANI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Textiles waste for treatment: landfill,p90.5.e,C_LANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Wood waste for treatment: landfill,p90.5.f,C_LANW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Membership organisation services n.e.c. (91),p91,C_ORGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,"Recreational, cultural and sporting services (92)",p92,C_RECR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Other services (93),p93,C_OSER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Private households with employed persons (95),p95,C_PRHH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Extra-territorial organizations and bodies,p99,C_EXTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
